Media file basename,Start time,Duration,Label,Labeled by
cpb-aacip-55-19s1sc16.h264__2145.0_2155.0,2,1,Male,Stephen R. McLaughlin
cpb-aacip-29-6663z15p.h264__121.0_131.0,3,1,Male,Stephen R. McLaughlin
cpb-aacip-235-12z35scw.h264__212.0_222.0,3,1,Male,Stephen R. McLaughlin
cpb-aacip-500-7s7hv789__149.0_159.0,2,1,Male,Stephen R. McLaughlin
cpb-aacip-41-72p5hz84.h264__733.0_743.0,2,1,Noise,Stephen R. McLaughlin
cpb-aacip-15-4j09w0904c__200202A21A_.h264__27.0_37.0,4,1,Male with crowd noise,Stephen R. McLaughlin
cpb-aacip-15-8p5v698f3z__21475-2009_04_02_.h264__577.0_587.0,4,1,Male,Stephen R. McLaughlin
cpb-aacip-43-x921c1v32g__10376128___105.0_115.0,1,1,Male,Stephen R. McLaughlin
cpb-aacip-225-66vx0s8z.h264__1006.0_1016.0,3,1,Male with crowd noise,Stephen R. McLaughlin
cpb-aacip-15-257d85kh.h264__167.0_177.0,2,1,Male,Stephen R. McLaughlin
cpb-aacip-62-c53dz03c2w__netnola_dydn_10_doc_.h264__543.0_553.0,4,1,Male,Stephen R. McLaughlin
cpb-aacip-120-98z8wq1j.h264__958.0_968.0,1,1,Music,Stephen R. McLaughlin
cpb-aacip-259-rb6w0x07.h264__2360.0_2370.0,2,1,Silence,Stephen R. McLaughlin
cpb-aacip-55-5q4rj4918k__cpb-aacip-55-53wsvn6h.mpeg2_.h264__3056.0_3066.0,0,1,Music,Stephen R. McLaughlin
cpb-aacip-15-xs5j960p6d__barcode49733_clip2_.h264__637.0_647.0,2,1,Male,Stephen R. McLaughlin
cpb-aacip-500-7659hj6r__3183.0_3193.0,0,1,Male,Stephen R. McLaughlin
cpb-aacip-41-81wdcf9w.h264__842.0_852.0,0,1,Silence,Stephen R. McLaughlin
cpb-aacip-75-87pnwb55.h264__204.0_214.0,3,1,Male,Stephen R. McLaughlin
cpb-aacip-55-348gf0n33q__cpb-aacip-55-75r7tm2w.mpeg2_.h264__1354.0_1364.0,0,1,Cow,Stephen R. McLaughlin
cpb-aacip-15-k649p2wd9w__barcode50391_.h264__435.0_445.0,3,1,Silence,Stephen R. McLaughlin
cpb-aacip-15-k649p2wd9w__barcode50391_.h264__435.0_445.0,3,1,Silence,Stephen R. McLaughlin
