cpb-aacip-15-96wwqfkd.h264__821.0_831.0,2.0,1.0,"Female"
cpb-aacip-81-77sn0b2v.h264__367.0_377.0,2.0,1.0,"Not Sure"
cpb-aacip-78-86nzt0b8.h264__238.0_248.0,3.0,1.0,"Silence"
cpb-aacip-15-386hf3d3__1873.0_1883.0,3.0,1.0,"Male"
cpb-aacip-259-6d5pcf3m.h264__86.0_96.0,0.0,1.0,"Male"
cpb-aacip-398-83xsjg9n.h264__837.0_847.0,1.0,1.0,"Silence"
cpb-aacip-41-55z61jsh.h264__1407.0_1417.0,2.0,1.0,"Male"
cpb-aacip-77-2908mqwc.h264__515.0_525.0,0.0,1.0,"Music"
cpb-aacip-15-sq8qb9vh4z__barcode49151_clip6_.h264__250.315_260.315,0.0,1.0,"Male with background noise"
cpb-aacip-500-hd7nt82z__1239.0_1249.0,1.0,1.0,"Music"
cpb-aacip-15-6q1sf2ms08__MS121906___104.0_114.0,1.0,1.0,"Female"
cpb-aacip-15-sb3ws8j82p__MS20071106___138.0_148.0,3.0,1.0,"Female"
cpb-aacip-15-8k74t6f911__barcode13804_.h264__1342.0_1352.0,0.0,1.0,"Male"
cpb-aacip-30-257d8p10__619.0_629.0,1.0,1.0,"Male"
cpb-aacip-153-31cjt2sp.h264__49.0_59.0,0.0,1.0,"Music"
cpb-aacip-500-hh6c6k46__1360.0_1370.0,4.0,1.0,"Male"
cpb-aacip-43-ws8hd7pb1s__10354971___1.257_11.257,4.0,1.0,"Male"
cpb-aacip-15-mk6542k05v__IHUB-A___2766.0_2776.0,0.0,1.0,"Male"
cpb-aacip-60-9351cfrp.h264__225.0_235.0,2.0,1.0,"Male with background noise"
cpb-aacip-55-56zw4msz.h264__550.0_560.0,2.0,1.0,"Female"
cpb-aacip-15-gx44q7qz61__27537-2011_02_15CAP14-RAW_.h264__28.0_38.0,4.0,1.0,"Female"
cpb-aacip-15-pg1hh6cv8p__20100915ERS___2284.0_2294.0,0.0,1.0,"Male"
cpb-aacip-15-n29p26qr34__20101216ERS___3221.0_3231.0,4.0,1.0,"Multiple Speakers"
cpb-aacip-75-23hx3nxx.h264__297.0_307.0,4.0,1.0,"Not Sure"
cpb-aacip-15-65h9wf4j.h264__910.0_920.0,3.0,1.0,"Female"
cpb-aacip-15-930ns0m186__barcode71445_.h264__1099.0_1109.0,4.0,1.0,"Male"
cpb-aacip-129-784j19jn.h264__64.0_74.0,0.0,1.0,"Multiple Speakers"
cpb-aacip-259-319s4q9g.h264__678.0_688.0,2.0,1.0,"Male"
cpb-aacip-235-95j9mgvt.h264__1259.0_1269.0,4.0,1.0,"Female"
cpb-aacip-43-848pkf7c__2334.0_2344.0,0.0,1.0,"Male"
cpb-aacip-309-76rxwmz4__1347__2.0_12.0,4.0,1.0,"Female with background noise"
cpb-aacip-75-698679dc.h264__2184.0_2194.0,2.0,1.0,"Female with background noise"
cpb-aacip-129-37vmd36d.h264__1389.0_1399.0,1.0,1.0,"Female"
cpb-aacip-394-81wdc0wq.h264__2226.0_2236.0,1.0,1.0,"Male with background noise"
cpb-aacip-46-311ns5br.h264__564.0_574.0,1.0,1.0,"Female"
cpb-aacip-259-3r0pvm6v.h264__300.0_310.0,1.0,1.0,"Female with background noise"
cpb-aacip-15-504xh91f__1150.0_1160.0,4.0,1.0,"Male"
cpb-aacip-500-cj87n36m__641.0_651.0,0.0,1.0,"Male"
cpb-aacip-15-rr1pg1j03j__200803A15A_.h264__37.0_47.0,1.0,1.0,"Male with background noise"
cpb-aacip-259-8g8fj190.h264__636.0_646.0,3.0,1.0,"Not Sure"
cpb-aacip-15-zk55d8nv3g__200703A09A_.h264__107.0_117.0,0.0,1.0,"Female with background noise"
cpb-aacip-17-35t77cd4.h264__1187.0_1197.0,3.0,1.0,"Male"
cpb-aacip-259-fx73z79w.h264__330.0_340.0,3.0,1.0,"Male"
cpb-aacip-309-440rz1jc__Dr_Disney08-05-97__634.0_644.0,2.0,1.0,"Music"
cpb-aacip-398-76f1vtjs.h264__1264.0_1274.0,0.0,1.0,"Silence"
cpb-aacip-15-t43hx1630m__ess05_vid_mountemp-en_.h264__35.0_45.0,3.0,1.0,"Male"
cpb-aacip-500-k649tc7r__1083.0_1093.0,1.0,1.0,"Male"
cpb-aacip-394-375tb8kx.h264__1132.0_1142.0,0.0,1.0,"Female"
cpb-aacip-15-2j6833mx9m__barcode53708_.h264__1081.0_1091.0,3.0,1.0,"Male"
cpb-aacip-15-38jdfzh9.h264__46.0_56.0,1.0,1.0,"Male"
cpb-aacip-259-348ghj96.h264__916.0_926.0,1.0,1.0,"Background noise"
cpb-aacip-217-14nk9cvz.h264__3107.0_3117.0,3.0,1.0,"Male"
cpb-aacip-394-71ngfdwx.h264__87.0_97.0,2.0,1.0,"Male with background noise"
cpb-aacip-80-57np66zw__3583.0_3593.0,4.0,1.0,"Male"
cpb-aacip-138-48sbck0z__188.0_198.0,1.0,1.0,"Not Sure"
cpb-aacip-43-31cjt4nf__134.0_144.0,3.0,1.0,"Male"
cpb-aacip-15-nc5s756r3s__201202T03A_.h264__35.0_45.0,0.0,1.0,"Multiple Speakers"
cpb-aacip-259-2n4zkf08.h264__689.0_699.0,0.0,1.0,"Male"
cpb-aacip-75-708w9txb.h264__380.0_390.0,0.0,1.0,"Male"
cpb-aacip-304-98z8wm88__4727.0_4737.0,0.0,1.0,"Male"
cpb-aacip-500-th8bmm92__1179.0_1189.0,4.0,1.0,"Male"
cpb-aacip-83-63stqz2w.h264__3257.0_3267.0,4.0,1.0,"Male"
cpb-aacip-81-61djhhrt.h264__471.0_481.0,0.0,1.0,"Background noise"
cpb-aacip-15-qb9v11vv31__FRON_2407_004_Meth_Cove_.h264__2300.0_2310.0,0.0,1.0,"Male"
cpb-aacip-43-21tdz58b__1367.0_1377.0,0.0,1.0,"Male"
cpb-aacip-15-r785h7c49b__311136_.h264__1745.0_1755.0,1.0,1.0,"Background noise"
cpb-aacip-187-30prrbrn__1089.0_1099.0,0.0,1.0,"Male"
cpb-aacip-17-579s5m10.h264__1428.0_1438.0,1.0,1.0,"Male"
cpb-aacip-61-03qv9w56.h264__1084.0_1094.0,2.0,1.0,"Male with background noise"
