Media file basename,Start time,Duration,Label,Labeled by
cpb-aacip-15-752frd42,168.0,5.0,Gore Vidal,WGBH Consultant
cpb-aacip-15-752frd42,176.0,64.0,Gore Vidal,WGBH Consultant
cpb-aacip-15-752frd42,244.0,29.0,Gore Vidal,WGBH Consultant
cpb-aacip-15-752frd42,3249.0,117.0,Gore Vidal,WGBH Consultant
cpb-aacip-15-752frd42,3371.0,40.0,Gore Vidal,WGBH Consultant
cpb-aacip-15-32d7wx7z,20.0,15.0,Gore Vidal,WGBH Consultant
cpb-aacip-15-32d7wx7z,41.0,38.0,Gore Vidal,WGBH Consultant
cpb-aacip-15-32d7wx7z,87.0,44.0,Gore Vidal,WGBH Consultant
cpb-aacip-15-32d7wx7z,170.0,26.0,Gore Vidal,WGBH Consultant
cpb-aacip-15-32d7wx7z,227.0,2.0,Gore Vidal,WGBH Consultant
cpb-aacip-15-32d7wx7z,236.0,9.0,Gore Vidal,WGBH Consultant
cpb-aacip-15-32d7wx7z,271.0,8.0,Gore Vidal,WGBH Consultant
cpb-aacip-15-32d7wx7z,286.0,15.0,Gore Vidal,WGBH Consultant
cpb-aacip-15-81jhb9tr,644.0,25.0,Gore Vidal,WGBH Consultant
cpb-aacip-15-81jhb9tr,671.0,37.0,Gore Vidal,WGBH Consultant
cpb-aacip-15-81jhb9tr,742.0,53.0,Gore Vidal,WGBH Consultant
cpb-aacip-15-81jhb9tr,800.0,131.0,Gore Vidal,WGBH Consultant
cpb-aacip-15-81jhb9tr,938.0,20.0,Gore Vidal,WGBH Consultant
cpb-aacip-15-81jhb9tr,963.0,409.0,Gore Vidal,WGBH Consultant
cpb-aacip-500-kp7trt27,1279.0,45.0,Gore Vidal,WGBH Consultant
cpb-aacip-500-kp7trt27,1352.0,34.0,Gore Vidal,WGBH Consultant
cpb-aacip-500-gm81px9w,437.0,14.0,Gore Vidal,WGBH Consultant
cpb-aacip-500-gm81px9w,458.0,68.0,Gore Vidal,WGBH Consultant
cpb-aacip-500-g15tc75x,786.0,53.0,Gore Vidal,WGBH Consultant
cpb-aacip-500-4m91d23n,1553.0,67.0,Gore Vidal,WGBH Consultant
cpb-aacip-500-p843w82p,415.0,194.0,Gore Vidal,WGBH Consultant
cpb-aacip-500-p843w82p,626.0,120.0,Gore Vidal,WGBH Consultant
cpb-aacip-500-q52fcv1c,154.0,55.0,Gore Vidal,WGBH Consultant
