Media file basename,Start time,Duration,Label,Labeled by
cpb-aacip-15-9s1kh0f17h__26590-2010_09_22_.h264,2415.0,43.0,Richard Nixon,WGBH Consultant
cpb-aacip-15-9s1kh0f17h__26590-2010_09_22_.h264,2537.0,17.0,Richard Nixon,WGBH Consultant
cpb-aacip-15-9s1kh0f17h__26590-2010_09_22_.h264,2617.0,27.0,Richard Nixon,WGBH Consultant
cpb-aacip-75-53wstw8m.h264,1459.0,11.0,Richard Nixon,WGBH Consultant
cpb-aacip-15-mk6542jm5k__barcode283693_.h264,2018.0,15.0,Richard Nixon,WGBH Consultant
cpb-aacip-15-mk6542jm5k__barcode283693_.h264,2072.0,21.0,Richard Nixon,WGBH Consultant
cpb-aacip-15-23hx3qjc,238.0,909.0,Richard Nixon,WGBH Consultant
cpb-aacip-15-23hx3qjc,1407.0,54.0,Richard Nixon,WGBH Consultant
cpb-aacip-15-23hx3qjc,1484.0,973.0,Richard Nixon,WGBH Consultant
cpb-aacip-28-8w3804xv9h__PRA_AAPP_BC1001_Press_conference_of_his_trickiness_,95.0,39.0,Richard Nixon,WGBH Consultant
cpb-aacip-28-8w3804xv9h__PRA_AAPP_BC1001_Press_conference_of_his_trickiness_,149.0,63.0,Richard Nixon,WGBH Consultant
cpb-aacip-28-8w3804xv9h__PRA_AAPP_BC1001_Press_conference_of_his_trickiness_,259.0,29.0,Richard Nixon,WGBH Consultant
cpb-aacip-15-83xsjjxx,5.0,1616.0,Richard Nixon,WGBH Consultant
cpb-aacip-15-pn8x921r3r__ABC44988_.h264,1.0,46.0,Richard Nixon,WGBH Consultant
cpb-aacip-15-s756d5pp6x__barcode50253_clip1_.h264,1.0,220.0,Richard Nixon,WGBH Consultant
cpb-aacip-15-kp7tm72568__ABCMISCCAN142_R2_.h264,9.0,13.0,Richard Nixon,WGBH Consultant
cpb-aacip-15-kp7tm72568__ABCMISCCAN142_R2_.h264,25.0,60.0,Richard Nixon,WGBH Consultant
cpb-aacip-15-hx15m62g43__ABC11913_.h264,1.0,135.0,Richard Nixon,WGBH Consultant
cpb-aacip-15-ms3jw86v7c__ABC28823_.h264,7.0,5.0,Richard Nixon,WGBH Consultant
cpb-aacip-15-ms3jw86v7c__ABC28823_.h264,21.0,42.0,Richard Nixon,WGBH Consultant
cpb-aacip-15-ms3jw86v7c__ABC28823_.h264,73.0,10.0,Richard Nixon,WGBH Consultant
cpb-aacip-15-cf9j38kn9q__ABC17949_.h264,1.0,75.0,Richard Nixon,WGBH Consultant
cpb-aacip-15-cf9j38kn9q__ABC17949_.h264,85.0,44.0,Richard Nixon,WGBH Consultant
cpb-aacip-15-3775t3g060__CBS250212_.h264,10.0,122.0,Richard Nixon,WGBH Consultant
cpb-aacip-15-nc5s756s32__barcode50254_clip3_.h264,33.0,279.0,Richard Nixon,WGBH Consultant
cpb-aacip-15-nc5s756s32__barcode50254_clip3_.h264,335.0,54.0,Richard Nixon,WGBH Consultant
cpb-aacip-15-qb9v11vt89__barcode50352_clip3_.h264,8.0,118.0,Richard Nixon,WGBH Consultant
cpb-aacip-15-qb9v11vt89__barcode50352_clip3_.h264,137.0,55.0,Richard Nixon,WGBH Consultant
cpb-aacip-15-40ksn9vt,66.0,1903.0,Richard Nixon,WGBH Consultant
cpb-aacup/29-47rn8tsh,64.0,147.0,Richard Nixon,WGBH Consultant
cpb-aacup/29-47rn8tsh,228.0,39.0,Richard Nixon,WGBH Consultant
cpb-aacip-27-qj77s7jb3g__WYSO_PA_40B_,397.0,155.0,Richard Nixon,WGBH Consultant
cpb-aacip-27-qj77s7jb3g__WYSO_PA_40B_,591.0,54.0,Richard Nixon,WGBH Consultant
cpb-aacip-43-sj19k46973__10271335_,1.0,123.0,Richard Nixon,WGBH Consultant
cpb-aacip-15-43nvxbsw,313.0,44.0,Richard Nixon,WGBH Consultant
cpb-aacip-15-43nvxbsw,369.0,24.0,Richard Nixon,WGBH Consultant
cpb-aacip-15-43nvxbsw,405.0,161.0,Richard Nixon,WGBH Consultant
cpb-aacip-15-6d5p843v32__barcode50255_clip2_.h264,900.0,111.0,Richard Nixon,WGBH Consultant
cpb-aacip-15-w66930p92m__barcode19269_clip2_.h264,257.0,224.0,Richard Nixon,WGBH Consultant
cpb-aacip-43-kp7tm72c1c__10397549_,0.0,55.0,Richard Nixon,WGBH Consultant
cpb-aacip-43-0g3gx44z5x__10397708_,0.0,117.0,Richard Nixon,WGBH Consultant
cpb-aacip-15-wm13n20v8q__ABC73621_.h264,62.0,36.0,Richard Nixon,WGBH Consultant
cpb-aacip-43-7h1dj58r3r__10369128_,2.0,24.0,Richard Nixon,WGBH Consultant
cpb-aacip-43-fn10p0x506__10397655_,1.0,32.0,Richard Nixon,WGBH Consultant
cpb-aacip-43-th8bg2ht79__10397602_,1.0,95.0,Richard Nixon,WGBH Consultant
cpb-aacip-43-t43hx1672b__10369075_,1.0,118.0,Richard Nixon,WGBH Consultant
cpb-aacip-43-3n20c4st3f__10369181_,1.0,19.0,Richard Nixon,WGBH Consultant
cpb-aacip-43-x639z90x8h__10264425_,2.0,136.0,Richard Nixon,WGBH Consultant
cpb-aacip-43-0g3gx44z7j__10369022_,2.0,88.0,Richard Nixon,WGBH Consultant
cpb-aacip-15-7h1dj58m4z__barcode283690_.h264,2.0,44.0,Richard Nixon,WGBH Consultant
cpb-aacip-15-7h1dj58m4z__barcode283690_.h264,235.0,25.0,Richard Nixon,WGBH Consultant
cpb-aacip-15-7h1dj58m4z__barcode283690_.h264,1195.0,25.0,Richard Nixon,WGBH Consultant
cpb-aacip-15-7h1dj58m4z__barcode283690_.h264,1617.0,16.0,Richard Nixon,WGBH Consultant
cpb-aacip-500-c24qpn45,27.0,15.0,Richard Nixon,WGBH Consultant
cpb-aacip-15-29p2nsbp,10.0,560.0,Richard Nixon,WGBH Consultant
cpb-aacip-75-88qbzvhx.h264,16.0,7.0,Richard Nixon,WGBH Consultant
