Media file basename,Start time,Duration,Label,Labeled by
cpb-aacip-15-03cz9354,1091.0,77.0,William F. Buckley,WGBH Consultant
cpb-aacip-15-03cz9354,1575.0,74.0,William F. Buckley,WGBH Consultant
cpb-aacip-15-03cz9354,2298.0,15.0,William F. Buckley,WGBH Consultant
cpb-aacip-15-03cz9354,3548.0,11.0,William F. Buckley,WGBH Consultant
cpb-aacip-500-8g8fk77x,58.0,203.0,William F. Buckley,WGBH Consultant
cpb-aacip-500-8g8fk77x,466.0,35.0,William F. Buckley,WGBH Consultant
cpb-aacip-500-hm52kw0v,53.0,21.0,William F. Buckley,WGBH Consultant
cpb-aacip-500-hm52kw0v,244.0,54.0,William F. Buckley,WGBH Consultant
cpb-aacip-500-w6697g47,334.0,23.0,William F. Buckley,WGBH Consultant
cpb-aacip-500-w6697g47,584.0,14.0,William F. Buckley,WGBH Consultant
cpb-aacip-305-601zcxt9,1717.0,34.0,William F. Buckley,WGBH Consultant
cpb-aacip-305-601zcxt9,1758.0,144.0,William F. Buckley,WGBH Consultant
cpb-aacip-305-601zcxt9,1904.0,117.0,William F. Buckley,WGBH Consultant
cpb-aacip-305-601zcxt9,2022.0,22.0,William F. Buckley,WGBH Consultant
cpb-aacip-15-27zkhbbv.h264,88.0,45.0,William F. Buckley,WGBH Consultant
cpb-aacip-15-27zkhbbv.h264,140.0,64.0,William F. Buckley,WGBH Consultant
cpb-aacip-15-27zkhbbv.h264,235.0,11.0,William F. Buckley,WGBH Consultant
cpb-aacip-15-27zkhbbv.h264,249.0,42.0,William F. Buckley,WGBH Consultant
cpb-aacip-15-27zkhbbv.h264,318.0,24.0,William F. Buckley,WGBH Consultant
cpb-aacip-15-27zkhbbv.h264,361.0,42.0,William F. Buckley,WGBH Consultant
cpb-aacip-15-27zkhbbv.h264,423.0,68.0,William F. Buckley,WGBH Consultant
cpb-aacip-305-65h9w6qn,78.0,51.0,William F. Buckley,WGBH Consultant
cpb-aacip-305-65h9w6qn,132.0,82.0,William F. Buckley,WGBH Consultant
cpb-aacip-305-65h9w6qn,219.0,52.0,William F. Buckley,WGBH Consultant
cpb-aacip-305-65h9w6qn,280.0,105.0,William F. Buckley,WGBH Consultant
cpb-aacip-305-65h9w6qn,393.0,176.0,William F. Buckley,WGBH Consultant
cpb-aacip-15-03qv9zz4,1087.0,34.0,William F. Buckley,WGBH Consultant
cpb-aacip-15-03qv9zz4,1131.0,614.0,William F. Buckley,WGBH Consultant
cpb-aacip-15-03qv9zz4,1760.0,397.0,William F. Buckley,WGBH Consultant
cpb-aacip-15-03qv9zz4,2181.0,44.0,William F. Buckley,WGBH Consultant
cpb-aacip-15-23vt4mwp,1780.0,18.0,William F. Buckley,WGBH Consultant
cpb-aacip-15-23vt4mwp,1805.0,89.0,William F. Buckley,WGBH Consultant
cpb-aacip-15-23vt4mwp,1903.0,47.0,William F. Buckley,WGBH Consultant
cpb-aacip-15-23vt4mwp,1963.0,57.0,William F. Buckley,WGBH Consultant
cpb-aacip-15-23vt4mwp,2028.0,173.0,William F. Buckley,WGBH Consultant
cpb-aacip-15-913n696h,6.0,70.0,William F. Buckley,WGBH Consultant
cpb-aacip-15-913n696h,156.0,119.0,William F. Buckley,WGBH Consultant
cpb-aacip-15-913n696h,692.0,27.0,William F. Buckley,WGBH Consultant
cpb-aacip-15-913n696h,798.0,15.0,William F. Buckley,WGBH Consultant
cpb-aacip-15-913n696h,832.0,16.0,William F. Buckley,WGBH Consultant
cpb-aacip-15-8c9r20rx1d__barcode111292-1_.h264,2048.0,38.0,William F. Buckley,WGBH Consultant
cpb-aacip-15-8c9r20rx1d__barcode111292-1_.h264,2095.0,16.0,William F. Buckley,WGBH Consultant
cpb-aacip-15-8c9r20rx1d__barcode111292-1_.h264,2117.0,22.0,William F. Buckley,WGBH Consultant
cpb-aacip-15-8c9r20rx1d__barcode111292-1_.h264,2159.0,34.0,William F. Buckley,WGBH Consultant
cpb-aacip-15-8c9r20rx1d__barcode111292-1_.h264,2199.0,43.0,William F. Buckley,WGBH Consultant
cpb-aacip-15-8c9r20rx1d__barcode111292-1_.h264,2268.0,45.0,William F. Buckley,WGBH Consultant
cpb-aacip-15-xd0qr4p33v__4234-2008_10_12_.h264,1147.0,139.0,William F. Buckley,WGBH Consultant
cpb-aacip-15-xd0qr4p33v__4234-2008_10_12_.h264,1292.0,93.0,William F. Buckley,WGBH Consultant
cpb-aacip-15-zg6g15tq1k__4234-2008_10_12_.h264,1146.0,58.0,William F. Buckley,WGBH Consultant
cpb-aacip-15-zg6g15tq1k__4234-2008_10_12_.h264,1207.0,77.0,William F. Buckley,WGBH Consultant
cpb-aacip-15-zg6g15tq1k__4234-2008_10_12_.h264,1295.0,88.0,William F. Buckley,WGBH Consultant
cpb-aacip-15-pv6b27q14s__16717-2008_10_12_.h264,658.0,143.0,William F. Buckley,WGBH Consultant
cpb-aacip-15-pv6b27q14s__16717-2008_10_12_.h264,808.0,92.0,William F. Buckley,WGBH Consultant
cpb-aacip-15-ww76t0h85r__16717-2008_10_12_.h264,658.0,143.0,William F. Buckley,WGBH Consultant
cpb-aacip-15-ww76t0h85r__16717-2008_10_12_.h264,807.0,92.0,William F. Buckley,WGBH Consultant
