Media file basename,Start time,Duration,Label,Labeled by
cpb-aacip-15-1n7xk84k8h__23176-2009_12_03-RAW_.h264,187.338594104,12.353015873,Applause,Ryan Blake
cpb-aacip-15-1n7xk84k8h__23176-2009_12_03-RAW_.h264,3334.757006803,5.154829932,Applause,Ryan Blake
cpb-aacip-15-32d7wx7z,33.962666667,6.037333333,Applause,Ryan Blake
cpb-aacip-15-32d7wx7z,77.820000000,7.260000000,Applause,Ryan Blake
cpb-aacip-15-32d7wx7z,92.580000000,1.320000000,Applause,Ryan Blake
cpb-aacip-15-32d7wx7z,228.960000000,6.660000000,Applause,Ryan Blake
cpb-aacip-15-32d7wx7z,279.360000000,5.580000000,Applause,Ryan Blake
cpb-aacip-15-32d7wx7z,385.792000000,7.509333333,Applause,Ryan Blake
cpb-aacip-15-32d7wx7z,479.573333333,5.290666667,Applause,Ryan Blake
cpb-aacip-15-32d7wx7z,500.821333333,10.752000000,Applause,Ryan Blake
cpb-aacip-15-32d7wx7z,885.845333333,11.008000000,Applause,Ryan Blake
cpb-aacip-15-32d7wx7z,1223.765333333,8.960000000,Applause,Ryan Blake
cpb-aacip-15-32d7wx7z,1431.296000000,6.485333333,Applause,Ryan Blake
cpb-aacip-15-32d7wx7z,1715.626666667,19.456000000,Applause,Ryan Blake
cpb-aacip-15-3x83j3937r__23176-2009_12_03_.h264,3166.138775510,2.122448980,Applause,Ryan Blake
cpb-aacip-15-513tt4fq6m__23176-2009_12_03_.h264,3162.859682540,2.159455782,Applause,Ryan Blake
cpb-aacip-15-752frd42,1145.640000000,5.760000000,Applause,Ryan Blake
cpb-aacip-15-752frd42,1243.920000000,7.680000000,Applause,Ryan Blake
cpb-aacip-15-752frd42,1309.920000000,10.200000000,Applause,Ryan Blake
cpb-aacip-15-752frd42,1400.400000000,6.240000000,Applause,Ryan Blake
cpb-aacip-15-752frd42,1487.760000000,16.560000000,Applause,Ryan Blake
cpb-aacip-15-752frd42,1687.680000000,8.280000000,Applause,Ryan Blake
cpb-aacip-15-752frd42,1773.840000000,9.480000000,Applause,Ryan Blake
cpb-aacip-15-752frd42,1925.880000000,13.320000000,Applause,Ryan Blake
cpb-aacip-15-752frd42,1945.680000000,4.920000000,Applause,Ryan Blake
cpb-aacip-15-752frd42,2183.253333333,10.837333333,Applause,Ryan Blake
cpb-aacip-15-752frd42,2227.456000000,12.629333333,Applause,Ryan Blake
cpb-aacip-15-752frd42,2429.354666667,7.850666667,Applause,Ryan Blake
cpb-aacip-15-752frd42,2680.320000000,26.026666667,Applause,Ryan Blake
cpb-aacip-15-752frd42,3070.800000000,21.240000000,Applause,Ryan Blake
cpb-aacip-15-752frd42,3182.760000000,32.760000000,Applause,Ryan Blake
cpb-aacip-15-752frd42,3415.920000000,7.080000000,Applause,Ryan Blake
cpb-aacip-15-752frd42,3531.480000000,10.920000000,Applause,Ryan Blake
cpb-aacip-15-752frd42,3941.400000000,9.840000000,Applause,Ryan Blake
cpb-aacip-15-752frd42,4310.880000000,7.440000000,Applause,Ryan Blake
cpb-aacip-15-vm42r3pc30__24461-2010_05_13_.h264,66.546938776,7.118367347,Applause,Ryan Blake
cpb-aacip-15-vm42r3pc30__24461-2010_05_13_.h264,677.418956916,2.739954649,Applause,Ryan Blake
cpb-aacip-15-vm42r3pc30__24461-2010_05_13_.h264,1726.514285714,3.379591837,Applause,Ryan Blake
cpb-aacip-15-vm42r3pc30__24461-2010_05_13_.h264,2032.071111111,3.018594104,Applause,Ryan Blake
cpb-aacip-55-03228rjv.h264,1638.922448980,7.444897959,Applause,Ryan Blake
cpb-aacip-55-708wbcv9.h264,131.099863946,5.758548753,Applause,Ryan Blake
cpb-aacip-55-708wbcv9.h264,1630.783854875,6.687346939,Applause,Ryan Blake
cpb-aacip-55-708wbcv9.h264,1685.443628118,6.315827664,Applause,Ryan Blake
