0.261224490,1,43.673469388,Terry Gross
124.571428571,1,35.277551020,Terry Gross
228.604081633,1,6.922448980,Terry Gross
242.481632653,1,11.461224490,Terrry Gross
258.840816327,1,0.653061224,Terry Gross
289.828571429,1,5.844897959,Terry Gross
310.269387755,1,0.457142857,Terry Gross
315.591836735,1,0.555102041,Terry Gross
367.379591837,1,7.510204082,Terry Gross
426.612244898,1,14.661224490,Terry Gross
493.289795918,1,4.865306122,Terry Gross
587.036734694,1,11.722448980,Terry Gross
662.269387755,1,14.138775510,Terry Gross
680.914285714,1,2.285714286,Terry Gross
699.820408163,1,6.465306122,Terry Gross
711.379591837,1,1.306122449,Terry Gross
718.955102041,1,5.322448980,Terry Gross
727.379591837,1,6.563265306,Terry Gross
774.791836735,1,3.363265306,Terry Gross
785.273469388,1,4.963265306,Terry Gross
832.261224490,1,6.302040816,Terry Gross
891.395918367,1,4.897959184,Terry Gross
897.338775510,1,3.918367347,Terry Gross
902.073469388,1,0.293877551,Terry Gross
904.065306122,1,4.767346939,Terry Gross
909.714285714,1,4.571428571,Terry Gross
939.755102041,1,26.253061224,Terry Gross
1081.110204082,1,11.559183673,Terry Gross
1164.995918367,1,6.595918367,Terry Gross
1279.346938776,1,42.865306122,Terry Gross
1522.742857143,1,37.551020408,Terry Gross
1593.077551020,1,3.722448980,Terry Gross
1601.861224490,1,8.457142857,Terry Gross
